Fecha,temp_min,temp_max,temp_avg,Year,Month,date,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,temp_min_log,temp_max_log,temp_avg_log,timeIndex
1937-06,8.95,17.69,13.32,1937,6,1937-06-01,0,0,0,0,1,0,0,0,0,0,0,2.191653532286764,2.872999508171694,2.589266665112243,341
1937-07,4.748387096774193,14.05483870967742,9.401612903225807,1937,7,1937-07-01,0,0,0,0,0,1,0,0,0,0,0,1.5578050018096294,2.64296672863825,2.2408812600064127,342
1937-08,7.12258064516129,15.203225806451613,11.162903225806451,1937,8,1937-08-01,0,0,0,0,0,0,1,0,0,0,0,1.9632701099177938,2.721507629444539,2.412596068802726,343
1937-09,7.906666666666667,17.023333333333333,12.465,1937,9,1937-09-01,0,0,0,0,0,0,0,1,0,0,0,2.067706285461415,2.834584951991443,2.5229247169755213,344
1937-10,9.070967741935483,18.925806451612903,13.998387096774193,1937,10,1937-10-01,0,0,0,0,0,0,0,0,1,0,0,2.2050789554513637,2.940526411446668,2.6389421156051074,345
1937-11,13.006666666666666,23.203333333333333,18.105,1937,11,1937-11-01,0,0,0,0,0,0,0,0,0,1,0,2.5654620465268554,3.1442959465124654,2.8961881432176044,346
1937-12,14.796774193548387,27.20967741935484,21.003225806451614,1937,12,1937-12-01,0,0,0,0,0,0,0,0,0,0,1,2.69440919711798,3.303572697500877,3.04467603575767,347
1938-01,16.3,28.43548387096774,22.36774193548387,1938,1,1938-01-01,0,0,0,0,0,0,0,0,0,0,0,2.791165107812717,3.3476377973527787,3.1076198287657766,348
1938-02,16.37857142857143,28.428571428571427,22.40357142857143,1938,2,1938-02-01,1,0,0,0,0,0,0,0,0,0,0,2.7959738602486004,3.3473946756691793,3.1092203849274935,349
1938-03,15.483870967741936,25.583870967741937,20.533870967741937,1938,3,1938-03-01,0,1,0,0,0,0,0,0,0,0,0,2.7397988994167903,3.241962112604128,3.022075765022508,350
1938-04,11.143333333333334,20.636666666666667,15.89,1938,4,1938-04-01,0,0,1,0,0,0,0,0,0,0,0,2.4108414117638977,3.027069428863031,2.7656899805486246,351
1938-05,10.151612903225805,19.567741935483873,14.859677419354838,1938,5,1938-05-01,0,0,0,1,0,0,0,0,0,0,0,2.317632599585215,2.973882390769335,2.6986513310697946,352
1938-06,7.233333333333333,15.453333333333335,11.343333333333334,1938,6,1938-06-01,0,0,0,0,1,0,0,0,0,0,0,1.9786999718783043,2.7378247298034415,2.428630199844705,353
1938-07,5.487096774193549,14.44516129032258,9.966129032258065,1938,7,1938-07-01,0,0,0,0,0,1,0,0,0,0,0,1.70239929491667,2.6703594996795084,2.299192247021842,354
1938-08,5.793548387096774,15.54516129032258,10.669354838709676,1938,8,1938-08-01,0,0,0,0,0,0,1,0,0,0,0,1.756744951382953,2.7437494191611407,2.3673755985099185,355
1938-09,9.043333333333333,18.803333333333335,13.923333333333334,1938,9,1938-09-01,0,0,0,0,0,0,0,1,0,0,0,2.2020278380027305,2.934034159083775,2.6335660898409743,356
1938-10,10.958064516129031,21.690322580645162,16.324193548387097,1938,10,1938-10-01,0,0,0,0,0,0,0,0,1,0,0,2.3940756706813917,3.0768661970493145,2.792648274149764,357
1938-11,12.723333333333333,23.19333333333333,17.958333333333332,1938,11,1938-11-01,0,0,0,0,0,0,0,0,0,1,0,2.5434375780890286,3.1438648810556864,2.888054259755802,358
1938-12,16.116129032258065,29.73548387096774,22.925806451612903,1938,12,1938-12-01,0,0,0,0,0,0,0,0,0,0,1,2.7798205737662762,3.3923410758012618,3.1322631953477034,359
1939-01,18.60967741935484,29.70967741935484,24.15967741935484,1939,1,1939-01-01,0,0,0,0,0,0,0,0,0,0,0,2.9236817367776973,3.3914728317701606,3.1846850211295816,360
1939-02,16.5,27.57857142857143,22.039285714285715,1939,2,1939-02-01,1,0,0,0,0,0,0,0,0,0,0,2.803360380906535,3.3170390736549322,3.0928265751518174,361
1939-03,14.619354838709677,25.509677419354837,20.064516129032256,1939,3,1939-03-01,0,1,0,0,0,0,0,0,0,0,0,2.682346324668705,3.2390578868113153,2.998952888254033,362
1939-04,8.973333333333333,21.006666666666668,14.99,1939,4,1939-04-01,0,0,1,0,0,0,0,0,0,0,0,2.1942572161084173,3.044839847661019,2.7073833121145063,363
1939-05,9.845161290322581,18.948387096774194,14.396774193548389,1939,5,1939-05-01,0,0,0,1,0,0,0,0,0,0,0,2.2869800949251555,2.9417188142793735,2.667004167150078,364
1939-06,9.1,16.31,12.704999999999998,1939,6,1939-06-01,0,0,0,0,1,0,0,0,0,0,0,2.2082744135228043,2.7917784166329223,2.541995616772127,365
1939-07,7.877419354838709,16.480645161290322,12.179032258064517,1939,7,1939-07-01,0,0,0,0,0,1,0,0,0,0,0,2.064000357191458,2.802186671851606,2.4997158057642883,366
1939-08,8.683870967741935,18.151612903225807,13.417741935483871,1939,8,1939-08-01,0,0,0,0,0,0,1,0,0,0,0,2.1614673932854265,2.898759421954087,2.5965778562447506,367
1939-09,9.346666666666666,16.933333333333334,13.14,1939,9,1939-09-01,0,0,0,0,0,0,0,1,0,0,0,2.2350197734982795,2.8292840659163265,2.5756610130564646,368
1939-10,13.338709677419354,21.83225806451613,17.585483870967742,1939,10,1939-10-01,0,0,0,0,0,0,0,0,1,0,0,2.5906703099785995,3.0833886038068674,2.8670737816672447,369
1939-11,11.296666666666665,23.279999999999998,17.28833333333333,1939,11,1939-11-01,0,0,0,0,0,0,0,0,0,1,0,2.42450769695085,3.1475946228632368,2.8500319002156815,370
1939-12,13.916129032258064,25.387096774193548,19.651612903225807,1939,12,1939-12-01,0,0,0,0,0,0,0,0,0,0,1,2.6330485294699097,3.234241043932257,2.9781594165358607,371
1940-01,18.4741935483871,30.693548387096776,24.583870967741937,1940,1,1940-01-01,0,0,0,0,0,0,0,0,0,0,0,2.9163748149146653,3.424052482251058,3.2020905761869254,372
1940-02,18.024137931034485,27.56206896551724,22.793103448275865,1940,2,1940-02-01,1,0,0,0,0,0,0,0,0,0,0,2.891711855732402,3.316440514645499,3.126458009865212,373
1940-03,14.712903225806452,25.348387096774193,20.030645161290323,1940,3,1940-03-01,0,1,0,0,0,0,0,0,0,0,0,2.6887248792325087,3.232715102639213,2.9972633589088953,374
1940-04,11.773333333333333,21.03666666666667,16.405,1940,4,1940-04-01,0,0,1,0,0,0,0,0,0,0,0,2.4658370870676496,3.046266946928039,2.797586166413065,375
1940-05,11.341935483870968,19.112903225806452,15.227419354838709,1940,5,1940-05-01,0,0,0,1,0,0,0,0,0,0,0,2.428506961325876,2.95036366852414,2.723097707693379,376
1940-06,9.593333333333334,15.943333333333333,12.768333333333334,1940,6,1940-06-01,0,0,0,0,1,0,0,0,0,0,0,2.2610684127911123,2.769040769024096,2.5469681473006744,377
1940-07,8.567741935483872,15.606451612903227,12.087096774193549,1940,7,1940-07-01,0,0,0,0,0,1,0,0,0,0,0,2.1480042131171326,2.747684393690781,2.4921385013144954,378
1940-08,5.458064516129032,14.606451612903227,10.03225806451613,1940,8,1940-08-01,0,0,0,0,0,0,1,0,0,0,0,1.6970942426869766,2.681463322403827,2.305805707694088,379
1940-09,9.306666666666667,17.103333333333335,13.205000000000002,1940,9,1940-09-01,0,0,0,0,0,0,0,1,0,0,0,2.230730989226062,2.839273376285764,2.580595545749096,380
1940-10,9.519354838709678,18.65806451612903,14.088709677419354,1940,10,1940-10-01,0,0,0,0,0,0,0,0,1,0,0,2.2533270774637475,2.926278466359409,2.6453737445290195,381
1940-11,13.69,24.353333333333335,19.02166666666667,1940,11,1940-11-01,0,0,0,0,0,0,0,0,0,1,0,2.6166656393003573,3.1926687326990266,2.9455786803374537,382
1940-12,17.848387096774193,26.741935483870968,22.295161290322582,1940,12,1940-12-01,0,0,0,0,0,0,0,0,0,0,1,2.8819131454189177,3.286232950650149,3.10436967242522,383
1941-01,17.683870967741935,27.593548387096774,22.638709677419357,1941,1,1941-01-01,0,0,0,0,0,0,0,0,0,0,0,2.872652979383539,3.317581991307662,3.1196612586639687,384
1941-02,16.439285714285713,26.099999999999998,21.269642857142856,1941,2,1941-02-01,1,0,0,0,0,0,0,0,0,0,0,2.799673940647992,3.261935314328648,3.057280838151706,385
1941-03,14.219354838709679,23.816129032258065,19.017741935483873,1941,3,1941-03-01,0,1,0,0,0,0,0,0,0,0,0,2.6546040533535584,3.1703630415799737,2.9453723295375362,386
1941-04,12.636666666666667,21.866666666666667,17.251666666666665,1941,4,1941-04-01,0,0,1,0,0,0,0,0,0,0,0,2.5366026408601337,3.0849634072819336,2.8479087571676036,387
1941-05,9.254838709677419,16.990322580645163,13.12258064516129,1941,5,1941-05-01,0,0,0,1,0,0,0,0,0,0,0,2.225146518502173,2.8326439220041975,2.5743344596892586,388
1941-06,7.256666666666666,16.183333333333334,11.719999999999999,1941,6,1941-06-01,0,0,0,0,1,0,0,0,0,0,0,1.9819205865783462,2.7839819060692244,2.4612967841488667,389
1941-07,8.151612903225805,15.438709677419356,11.79516129032258,1941,7,1941-07-01,0,0,0,0,0,1,0,0,0,0,0,2.0982158099090022,2.7368779709891267,2.4676893872318137,390
1941-08,8.206451612903226,17.345161290322583,12.775806451612905,1941,8,1941-08-01,0,0,0,0,0,0,1,0,0,0,0,2.104920626980821,2.8533135793304862,2.5475532614251426,391
1941-09,5.95,17.93,11.94,1941,9,1941-09-01,0,0,0,0,0,0,0,1,0,0,0,1.7833912195575383,2.8864752876170416,2.479894107964456,392
1941-10,12.067741935483872,22.629032258064516,17.348387096774193,1941,10,1941-10-01,0,0,0,0,0,0,0,0,1,0,0,2.4905359368689544,3.1192336950573694,2.853499539349618,393
1941-11,13.586666666666668,24.826666666666664,19.206666666666667,1941,11,1941-11-01,0,0,0,0,0,0,0,0,0,1,0,2.6090889196864144,3.211918344300702,2.9552574409882726,394
1941-12,16.503225806451614,26.848387096774193,21.675806451612903,1941,12,1941-12-01,0,0,0,0,0,0,0,0,0,0,1,2.8035558652195416,3.2902057482669034,3.076196728507927,395
1942-01,19.458064516129035,31.700000000000003,25.57903225806452,1942,1,1942-01-01,0,0,0,0,0,0,0,0,0,0,0,2.9682616122086003,3.456316680883235,3.241772963459464,396
1942-02,18.510714285714283,29.49642857142857,24.003571428571426,1942,2,1942-02-01,1,0,0,0,0,0,0,0,0,0,0,2.9183497150204567,3.3842691906414673,3.178202628800716,397
1942-03,14.938709677419356,26.0258064516129,20.482258064516127,1942,3,1942-03-01,0,1,0,0,0,0,0,0,0,0,0,2.70395580900156,3.2590886015949105,3.019559051149896,398
1942-04,11.403333333333334,22.123333333333335,16.763333333333335,1942,4,1942-04-01,0,0,1,0,0,0,0,0,0,0,0,2.4339057103214037,3.096632858489724,2.8191939615157637,399
1942-05,7.651612903225806,16.22258064516129,11.937096774193549,1942,5,1942-05-01,0,0,0,1,0,0,0,0,0,0,0,2.034916462638424,2.786404138692773,2.479650927158329,400
1942-06,4.38,13.656666666666666,9.018333333333333,1942,6,1942-06-01,0,0,0,0,1,0,0,0,0,0,0,1.4770487243883548,2.61422780289067,2.1992595424265886,401
1942-07,3.890322580645161,12.509677419354839,8.2,1942,7,1942-07-01,0,0,0,0,0,1,0,0,0,0,0,1.3584920798079387,2.526502538323405,2.1041341542702074,402
1942-08,8.564516129032258,16.858064516129033,12.711290322580645,1942,8,1942-08-01,0,0,0,0,0,0,1,0,0,0,0,2.147627636196847,2.824829148601366,2.5424906003145122,403
1942-09,9.006666666666666,18.65,13.828333333333333,1942,9,1942-09-01,0,0,0,0,0,0,0,1,0,0,0,2.197965043863943,2.9258461460898246,2.626719627448139,404
1942-10,11.135483870967741,22.25483870967742,16.69516129032258,1942,10,1942-10-01,0,0,0,0,0,0,0,0,1,0,0,2.4101367547241264,3.102559455066917,2.815118934344613,405
1942-11,15.08,27.14333333333333,21.111666666666665,1942,11,1942-11-01,0,0,0,0,0,0,0,0,0,1,0,2.71336936257981,3.30113146681093,3.0498258102674862,406
1942-12,17.506451612903227,29.648387096774194,23.57741935483871,1942,12,1942-12-01,0,0,0,0,0,0,0,0,0,0,1,2.862569476584213,3.3894077258789177,3.1602894470011997,407
1943-01,18.47741935483871,31.4741935483871,24.975806451612904,1943,1,1943-01-01,0,0,0,0,0,0,0,0,0,0,0,2.9165494111612897,3.449167957628758,3.217907614368166,408
1943-02,19.34642857142857,32.503571428571426,25.924999999999997,1943,2,1943-02-01,1,0,0,0,0,0,0,0,0,0,0,2.962507832488649,3.481349973408106,3.255207754115591,409
1943-03,16.625806451612902,26.9741935483871,21.8,1943,3,1943-03-01,0,1,0,0,0,0,0,0,0,0,0,2.8109560937331186,3.2948806144373184,3.0819099697950434,410
1943-04,12.19,22.396666666666665,17.293333333333333,1943,4,1943-04-01,0,0,1,0,0,0,0,0,0,0,0,2.5006159434931803,3.108912138263949,2.8503210707801334,411
1943-05,10.629032258064516,19.24516129032258,14.937096774193549,1943,5,1943-05-01,0,0,0,1,0,0,0,0,0,0,0,2.3635891494574155,2.957259667595502,2.703847835131132,412
1943-06,8.916666666666666,15.086666666666668,12.001666666666667,1943,6,1943-06-01,0,0,0,0,1,0,0,0,0,0,0,2.187922184673906,2.7138113515372817,2.4850455290327202,413
1943-07,9.358064516129033,17.20967741935484,13.283870967741937,1943,7,1943-07-01,0,0,0,0,0,1,0,0,0,0,0,2.236238486642212,2.845471866256662,2.586550590108543,414
1943-08,4.887096774193548,13.896774193548387,9.391935483870967,1943,8,1943-08-01,0,0,0,0,0,0,1,0,0,0,0,1.5865984204642776,2.6316567407970872,2.2398513937979825,415
1943-09,9.7,19.58,14.639999999999999,1943,9,1943-09-01,0,0,0,0,0,0,0,1,0,0,0,2.272125885509337,2.9745086371023644,2.6837575085331653,416
1943-10,13.86774193548387,22.916129032258063,18.391935483870967,1943,10,1943-10-01,0,0,0,0,0,0,0,0,1,0,0,2.6295654190170894,3.131840987192814,2.911912279618221,417
1943-11,13.816666666666666,24.686666666666667,19.251666666666665,1943,11,1943-11-01,0,0,0,0,0,0,0,0,0,1,0,2.6258755929131943,3.206263286817357,2.9575976370725336,418
1943-12,16.77741935483871,28.574193548387097,22.675806451612903,1943,12,1943-12-01,0,0,0,0,0,0,0,0,0,0,1,2.8200338962938805,3.3525039870039515,3.12129856104077,419
1944-01,18.093548387096774,27.470967741935485,22.782258064516128,1944,1,1944-01-01,0,0,0,0,0,0,0,0,0,0,0,2.895555432029145,3.3131297285341783,3.1259820779755043,420
1944-02,19.310344827586206,29.400000000000002,24.355172413793106,1944,2,1944-02-01,1,0,0,0,0,0,0,0,0,0,0,2.960640953742721,3.380994674344636,3.192744246428403,421
1944-03,15.919354838709678,25.56451612903226,20.741935483870968,1944,3,1944-03-01,0,1,0,0,0,0,0,0,0,0,0,2.76753565438839,3.2412053012662896,3.0321575197524733,422
1944-04,11.9,22.279999999999998,17.09,1944,4,1944-04-01,0,0,1,0,0,0,0,0,0,0,0,2.4765384001174837,3.1036894150590832,2.8384934971274993,423
1944-05,9.887096774193548,18.73548387096774,14.311290322580644,1944,5,1944-05-01,0,0,0,1,0,0,0,0,0,0,0,2.29123055089112,2.93041925902544,2.6610487587962006,424
1944-06,7.756666666666666,16.28666666666667,12.021666666666668,1944,6,1944-06-01,0,0,0,0,1,0,0,0,0,0,0,2.0485526886460907,2.790346777161485,2.486710577287526,425
1944-07,7.909677419354839,16.138709677419357,12.024193548387098,1944,7,1944-07-01,0,0,0,0,0,1,0,0,0,0,0,2.0680869995769102,2.781220714009013,2.486920749159702,426
1944-08,9.203225806451613,18.306451612903224,13.754838709677419,1944,8,1944-08-01,0,0,0,0,0,0,1,0,0,0,0,2.219554053734308,2.9072535448704113,2.6213906683664883,427
1944-09,11.24,21.863333333333333,16.551666666666666,1944,9,1944-09-01,0,0,0,0,0,0,0,1,0,0,0,2.419478844465545,3.0848109566375346,2.806486801687212,428
1944-10,12.90967741935484,22.322580645161292,17.616129032258065,1944,10,1944-10-01,0,0,0,0,0,0,0,0,1,0,0,2.5579772176644866,3.1055987511325234,2.868814904672962,429
1944-11,14.956666666666667,24.503333333333334,19.73,1944,11,1944-11-01,0,0,0,0,0,0,0,0,0,1,0,2.7051571313197824,3.1988091627178865,2.982140320034524,430
1944-12,17.770967741935483,29.751612903225805,23.761290322580642,1944,12,1944-12-01,0,0,0,0,0,0,0,0,0,0,1,2.8775660999935244,3.392883345756527,3.1680577995258186,431
1945-01,19.661290322580644,30.529032258064515,25.09516129032258,1945,1,1945-01-01,0,0,0,0,0,0,0,0,0,0,0,2.97865174443618,3.4186781081790305,3.2226750502758255,432
1945-02,17.91785714285714,28.232142857142858,23.075,1945,2,1945-02-01,1,0,0,0,0,0,0,0,0,0,0,2.8857978213150033,3.340461146474323,3.138749780388916,433
1945-03,16.851612903225806,26.68064516129032,21.766129032258064,1945,3,1945-03-01,0,1,0,0,0,0,0,0,0,0,0,2.824446373477075,3.2839384022127143,3.0803550474129677,434
1945-04,15.186666666666667,25.33,20.258333333333333,1945,4,1945-04-01,0,0,1,0,0,0,0,0,0,0,0,2.7204178499108718,3.231989464013584,3.0085662315340773,435
1945-05,9.061290322580644,19.806451612903224,14.433870967741935,1945,5,1945-05-01,0,0,0,1,0,0,0,0,0,0,0,2.2040115296250518,2.986007723661996,2.669577595143721,436
1945-06,5.11,16.27,10.69,1945,6,1945-06-01,0,0,0,0,1,0,0,0,0,0,0,1.631199404215613,2.7893229212309465,2.3693087250369538,437
1945-07,5.403225806451613,14.319354838709677,9.861290322580645,1945,7,1945-07-01,0,0,0,0,0,1,0,0,0,0,0,1.686996146779975,2.661612107354843,2.2886170244116424,438
1945-08,8.961290322580645,17.661290322580644,13.311290322580644,1945,8,1945-08-01,0,0,0,0,0,0,1,0,0,0,0,2.1929142258350973,2.87137525720551,2.588612571553547,439
1945-09,10.873333333333333,19.253333333333334,15.063333333333333,1945,9,1945-09-01,0,0,0,0,0,0,0,1,0,0,0,2.386313308524758,2.957684205916461,2.7122635347550785,440
1945-10,13.558064516129033,23.44193548387097,18.5,1945,10,1945-10-01,0,0,0,0,0,0,0,0,1,0,0,2.606981537525925,3.154526533137444,2.917770732084279,441
1945-11,14.35,25.173333333333336,19.761666666666667,1945,11,1945-11-01,0,0,0,0,0,0,0,0,0,1,0,2.66374994220563,3.2257852331691357,2.983744034241924,442
1945-12,17.241935483870968,27.677419354838708,22.45967741935484,1945,12,1945-12-01,0,0,0,0,0,0,0,0,0,0,1,2.8473445259799535,3.320616895002816,3.1117215867563477,443
1946-01,17.55483870967742,28.612903225806452,23.083870967741937,1946,1,1946-01-01,0,0,0,0,0,0,0,0,0,0,0,2.865329621864,3.3538577778244334,3.139134147149418,444
1946-02,18.510714285714283,29.825,24.16785714285714,1946,2,1946-02-01,1,0,0,0,0,0,0,0,0,0,0,2.9183497150204567,3.3953469679839796,3.1850235330629757,445
1946-03,15.635483870967741,24.845161290322583,20.240322580645163,1946,3,1946-03-01,0,1,0,0,0,0,0,0,0,0,0,2.749542938366184,3.2126630168956622,3.007676782071171,446
1946-04,13.013333333333332,22.583333333333332,17.798333333333332,1946,4,1946-04-01,0,0,1,0,0,0,0,0,0,0,0,2.565974472876782,3.1172121710917007,2.8791048199553986,447
1946-05,10.125806451612902,18.95483870967742,14.540322580645162,1946,5,1946-05-01,0,0,0,1,0,0,0,0,0,0,0,2.3150872593627616,2.942059239814576,2.6769256575982805,448
1946-06,6.569999999999999,13.556666666666667,10.063333333333333,1946,6,1946-06-01,0,0,0,0,1,0,0,0,0,0,0,1.8825138324965192,2.6068784312510234,2.3088984550506377,449
1946-07,6.203225806451614,14.03225806451613,10.117741935483872,1946,7,1946-07-01,0,0,0,0,0,1,0,0,0,0,0,1.825069448109588,2.641358826603538,2.314290510057606,450
1946-08,8.203225806451613,15.925806451612903,12.064516129032258,1946,8,1946-08-01,0,0,0,0,0,0,1,0,0,0,0,2.1045274679429276,2.767940840779671,2.4902685929293855,451
1946-09,10.879999999999999,19.27,15.075,1946,9,1946-09-01,0,0,0,0,0,0,0,1,0,0,0,2.3869262414277963,2.958549482426275,2.713037742613249,452
1946-10,12.064516129032258,22.416129032258063,17.24032258064516,1946,10,1946-10-01,0,0,0,0,0,0,0,0,1,0,0,2.4902685929293855,3.109780745835135,2.8472509762348084,453
1946-11,16.69,26.27,21.48,1946,11,1946-11-01,0,0,0,0,0,0,0,0,0,1,0,2.8148097376737438,3.2684276036974484,3.067122269640664,454
1946-12,16.280645161290323,26.39032258064516,21.335483870967742,1946,12,1946-12-01,0,0,0,0,0,0,0,0,0,0,1,2.7899769888610706,3.272997374034506,3.0603715960625464,455
1947-01,17.838709677419356,29.212903225806453,23.525806451612905,1947,1,1947-01-01,0,0,0,0,0,0,0,0,0,0,0,2.8813707970371887,3.3746105029637725,3.158097965505041,456
1947-02,19.489285714285717,29.985714285714288,24.737500000000004,1947,2,1947-02-01,1,0,0,0,0,0,0,0,0,0,0,2.9698648640169827,3.400721077771274,3.208320310928684,457
1947-03,15.680645161290323,25.938709677419357,20.80967741935484,1947,3,1947-03-01,0,1,0,0,0,0,0,0,0,0,0,2.7524271595662637,3.255736435068957,3.03541813905305,458
1947-04,12.173333333333334,21.8,16.986666666666668,1947,4,1947-04-01,0,0,1,0,0,0,0,0,0,0,0,2.499247767058658,3.0819099697950434,2.8324287225957985,459
1947-05,8.925806451612903,19.151612903225807,14.038709677419355,1947,5,1947-05-01,0,0,0,1,0,0,0,0,0,0,0,2.188946682307734,2.9523869367914837,2.6418184910565867,460
1947-06,9.606666666666666,17.39333333333333,13.499999999999998,1947,6,1947-06-01,0,0,0,0,1,0,0,0,0,0,0,2.2624573019032663,2.8560869910404727,2.6026896854443837,461
1947-07,5.348387096774194,14.916129032258064,10.13225806451613,1947,7,1947-07-01,0,0,0,0,0,1,0,0,0,0,0,1.6767950382160484,2.7024431128730213,2.315724202059455,462
1947-08,5.493548387096775,15.896774193548387,10.69516129032258,1947,8,1947-08-01,0,0,0,0,0,0,1,0,0,0,0,1.7035743831834964,2.766116207734164,2.3697914233297306,463
1947-09,8.946666666666665,19.279999999999998,14.113333333333332,1947,9,1947-09-01,0,0,0,0,0,0,0,1,0,0,0,2.191281023435371,2.9590682891823996,2.647119977038609,464
1947-10,12.180645161290323,23.25483870967742,17.717741935483872,1947,10,1947-10-01,0,0,0,0,0,0,0,0,1,0,0,2.4998482297861995,3.1465132269253866,2.8745665067795736,465
1947-11,15.956666666666667,26.05666666666667,21.006666666666668,1947,11,1947-11-01,0,0,0,0,0,0,0,0,0,1,0,2.769876714736308,3.2602736535641292,3.044839847661019,466
1947-12,16.032258064516128,26.90967741935484,21.470967741935482,1947,12,1947-12-01,0,0,0,0,0,0,0,0,0,0,1,2.7746028216114826,3.2924859772776984,3.0667016850218527,467
1948-01,18.654838709677417,28.629032258064516,23.641935483870967,1948,1,1948-01-01,0,0,0,0,0,0,0,0,0,0,0,2.926105560679026,3.354421316864425,3.1630220624466583,468
1948-02,17.57241379310345,27.855172413793102,22.713793103448275,1948,2,1948-02-01,1,0,0,0,0,0,0,0,0,0,0,2.86633027427148,3.3270186731428386,3.122972365660173,469
1948-03,15.116129032258065,24.509677419354837,19.81290322580645,1948,3,1948-03-01,0,1,0,0,0,0,0,0,0,0,0,2.715762321588549,3.199068036268379,2.986333403521576,470
1948-04,12.68,21.85666666666667,17.268333333333334,1948,4,1948-04-01,0,0,1,0,0,0,0,0,0,0,0,2.5400259490090797,3.0845059856074184,2.8488743810356056,471
1948-05,9.290322580645162,19.009677419354837,14.149999999999999,1948,5,1948-05-01,0,0,0,1,0,0,0,0,0,0,0,2.2289732756508,2.9449481873587215,2.6497146240892464,472
1948-06,9.063333333333333,17.5,13.281666666666666,1948,6,1948-06-01,0,0,0,0,1,0,0,0,0,0,0,2.2042369699762694,2.8622008809294686,2.5863846381816016,473
1948-07,6.883870967741935,14.293548387096775,10.588709677419356,1948,7,1948-07-01,0,0,0,0,0,1,0,0,0,0,0,1.9291811343825067,2.6598082737202975,2.3597883086977594,474
1948-08,5.087096774193548,14.574193548387097,9.830645161290322,1948,8,1948-08-01,0,0,0,0,0,0,1,0,0,0,0,1.6267072894838464,2.6792523995487567,2.2855045638762346,475
1948-09,10.973333333333333,19.240000000000002,15.106666666666667,1948,9,1948-09-01,0,0,0,0,0,0,0,1,0,0,0,2.395468087140759,2.9569914452375605,2.715136147491696,476
1948-10,10.951612903225806,21.4741935483871,16.212903225806453,1948,10,1948-10-01,0,0,0,0,0,0,0,0,1,0,0,2.3934867425136046,3.0668519141215116,2.7858074206243457,477
1948-11,13.583333333333334,25.4,19.491666666666667,1948,11,1948-11-01,0,0,0,0,0,0,0,0,0,1,0,2.608843551018762,3.2347491740244907,2.969987023802133,478
1948-12,19.36774193548387,31.03548387096774,25.201612903225808,1948,12,1948-12-01,0,0,0,0,0,0,0,0,0,0,1,2.963608895274161,3.4351311908820725,3.226907996565465,479
1949-01,19.20967741935484,30.69677419354839,24.953225806451613,1949,1,1949-01-01,0,0,0,0,0,0,0,0,0,0,0,2.9554141843102086,3.4241575739436563,3.2170031046799314,480
1949-02,17.91785714285714,28.735714285714288,23.326785714285712,1949,2,1949-02-01,1,0,0,0,0,0,0,0,0,0,0,2.8857978213150033,3.358140749340484,3.149602301757368,481
1949-03,16.07741935483871,25.812903225806455,20.94516129032258,1949,3,1949-03-01,0,1,0,0,0,0,0,0,0,0,0,2.777415762988097,3.2508744919379886,3.041907655029295,482
1949-04,13.389999999999999,24.266666666666666,18.828333333333333,1949,4,1949-04-01,0,0,1,0,0,0,0,0,0,0,0,2.5945081597030812,3.1891036665345305,2.9353628275107826,483
1949-05,9.583870967741936,18.919354838709676,14.251612903225805,1949,5,1949-05-01,0,0,0,1,0,0,0,0,0,0,0,2.260081577983416,2.9401854636083837,2.6568700865008705,484
1949-06,7.246666666666667,16.596666666666668,11.921666666666667,1949,6,1949-06-01,0,0,0,0,1,0,0,0,0,0,0,1.9805415930249537,2.809201871985982,2.4783574728922373,485
1949-07,6.82258064516129,15.490322580645161,11.156451612903226,1949,7,1949-07-01,0,0,0,0,0,1,0,0,0,0,0,1.9202377940011863,2.7402154793020066,2.4120179505614474,486
1949-08,6.819354838709677,16.329032258064515,11.574193548387097,1949,8,1949-08-01,0,0,0,0,0,0,1,0,0,0,0,1.919764868950991,2.7929446436258774,2.4487779256994946,487
1949-09,9.07,18.403333333333332,13.736666666666666,1949,9,1949-09-01,0,0,0,0,0,0,0,1,0,0,0,2.2049722641270453,2.9125318076278437,2.620068656682616,488
1949-10,10.180645161290323,20.24516129032258,15.212903225806453,1949,10,1949-10-01,0,0,0,0,0,0,0,0,1,0,0,2.320488384486573,3.0079158163737314,2.72214396417807,489
1949-11,15.146666666666667,26.913333333333334,21.03,1949,11,1949-11-01,0,0,0,0,0,0,0,0,0,1,0,2.717780485744786,3.292621826756685,3.0459499897146083,490
1949-12,17.09032258064516,29.896774193548385,23.493548387096773,1949,12,1949-12-01,0,0,0,0,0,0,0,0,0,0,1,2.838512372352823,3.397750588073075,3.1567258467387234,491
1950-01,17.625806451612902,30.270967741935483,23.94838709677419,1950,1,1950-01-01,0,0,0,0,0,0,0,0,0,0,0,2.869364103771434,3.4101890928541194,3.1759009769868443,492
1950-02,19.032142857142855,29.657142857142855,24.344642857142855,1950,2,1950-02-01,1,0,0,0,0,0,0,0,0,0,0,2.9461292791275326,3.3897030022364203,3.192311819456935,493
1950-03,16.603225806451615,26.893548387096775,21.748387096774195,1950,3,1950-03-01,0,1,0,0,0,0,0,0,0,0,0,2.809597002173563,3.2918864209314216,3.079539598314814,494
1950-04,13.84,23.586666666666666,18.71333333333333,1950,4,1950-04-01,0,0,1,0,0,0,0,0,0,0,0,2.6275629501895237,3.160681580623475,2.929236282265627,495
